Name,TaskType,ProgressType,Set,TID,InfoTID,IconSWF,IconExportName,Score,DurationMinutes,Quantity,Quantity2,Data1,Data2,SelectionWeight,MinLeague,MaxLeague,Disabled,Default,Heading
DestroyTeslaTowers,DestroyBuilding,Accumulative,Regular,Destroy Tesla Towers,Destroy 4x Hidden Tesla in Multiplayer Battles.,sc/buildings.sc,teslatower_lvl5_setup,100,480,4,,Tesla Tower,,27,0,10,,,Destruction Challenges
DestroyTeslaTowersIntense,DestroyBuilding,Accumulative,Intense,Destroy Tesla Towers,Destroy 6x Hidden Tesla in Multiplayer Battles.,sc/buildings.sc,teslatower_lvl5_setup,250,60,6,,Tesla Tower,,14,0,10,,,Destruction Challenges
DestroyTeslaTowersRush,DestroyBuilding,Accumulative,Rush,Destroy Tesla Towers,Destroy 8x Hidden Tesla in Multiplayer Battles.,sc/buildings.sc,teslatower_lvl5_setup,350,60,8,,Tesla Tower,,9,0,10,,,Destruction Challenges
DestroyXbowsSmall,DestroyBuilding,Accumulative,Small,Destroy X-Bows,Destroy 2x X-Bow in Multiplayer Battles.,sc/buildings.sc,rapidfire_turret_lvl1,50,180,2,,Bow,,5,0,10,,,Destruction Challenges
DestroyXbows,DestroyBuilding,Accumulative,Regular,Destroy X-Bows,Destroy 4x X-Bow in Multiplayer Battles.,sc/buildings.sc,rapidfire_turret_lvl1,125,480,4,,Bow,,27,0,10,,,Destruction Challenges
DestroyXbowsIntense,DestroyBuilding,Accumulative,Intense,Destroy X-Bows,Destroy 6x X-Bow in Multiplayer Battles.,sc/buildings.sc,rapidfire_turret_lvl1,250,60,6,,Bow,,14,0,10,,,Destruction Challenges
DestroyXbowsRush,DestroyBuilding,Accumulative,Rush,Destroy X-Bows,Destroy 8x X-Bow in Multiplayer Battles.,sc/buildings.sc,rapidfire_turret_lvl1,350,60,8,,Bow,,9,0,10,,,Destruction Challenges
DestroyEagleArtilleryEpic,DestroyBuilding,Accumulative,Epic,Eagle Artillery Elimination,Destroy 5x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,300,1440,5,,Ancient Artillery,,14,0,10,,,Destruction Challenges
DestroyEagleArtillerySmall,DestroyBuilding,Accumulative,Small,Eagle Artillery Elimination,Destroy 1x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,50,180,1,,Ancient Artillery,,5,0,10,,,Destruction Challenges
DestroyEagleArtilleryMarathon,DestroyBuilding,Accumulative,Marathon,Eagle Artillery Elimination,Destroy 8x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,400,2880,8,,Ancient Artillery,,14,0,10,,,Destruction Challenges
DestroyEagleArtillery,DestroyBuilding,Accumulative,Regular,Eagle Artillery Elimination,Destroy 2x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,125,480,2,,Ancient Artillery,,27,0,10,,,Destruction Challenges
DestroyEagleArtilleryIntense,DestroyBuilding,Accumulative,Intense,Eagle Artillery Elimination,Destroy 3x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,250,60,3,,Ancient Artillery,,14,0,10,,,Destruction Challenges
DestroyEagleArtilleryRush,DestroyBuilding,Accumulative,Rush,Eagle Artillery Elimination,Destroy 4x Eagle Artillery in Multiplayer Battles.,sc/buildings.sc,doom_cannon_lvl2,350,60,4,,Ancient Artillery,,9,0,10,,,Destruction Challenges
DestroyElixirPumpsSmall,DestroyBuilding,Accumulative,Small,Elixir Pump Elimination,Destroy 4x Elixir Collector in Multiplayer Battles.,sc/buildings.sc,elixir_pump_lvl6,50,180,4,,Elixir Pump,,5,0,10,,1,Destruction Challenges
DestroyElixirPumps,DestroyBuilding,Accumulative,Regular,Elixir Pump Elimination,Destroy 8x Elixir Collector in Multiplayer Battles.,sc/buildings.sc,elixir_pump_lvl6,100,480,8,,Elixir Pump,,27,0,10,,1,Destruction Challenges
DestroyElixirPumpsIntense,DestroyBuilding,Accumulative,Intense,Elixir Pump Elimination,Destroy 12x Elixir Collector in Multiplayer Battles.,sc/buildings.sc,elixir_pump_lvl6,250,60,12,,Elixir Pump,,14,0,10,,,Destruction Challenges
DestroyElixirPumpsRush,DestroyBuilding,Accumulative,Rush,Elixir Pump Elimination,Destroy 16x Elixir Collector in Multiplayer Battles.,sc/buildings.sc,elixir_pump_lvl6,350,60,16,,Elixir Pump,,9,0,10,,,Destruction Challenges
DestroyElixirStoragesSmall,DestroyBuilding,Accumulative,Small,Elixir Storage Raid,Destroy 3x Elixir Storage in Multiplayer Battles.,sc/buildings.sc,elixir_storage_level6,50,180,3,,Elixir Storage,,5,0,10,,,Destruction Challenges
DestroyElixirStorages,DestroyBuilding,Accumulative,Regular,Elixir Storage Raid,Destroy 6x Elixir Storage in Multiplayer Battles.,sc/buildings.sc,elixir_storage_level6,100,480,6,,Elixir Storage,,27,0,10,,,Destruction Challenges
DestroyElixirStoragesIntense,DestroyBuilding,Accumulative,Intense,Elixir Storage Raid,Destroy 9x Elixir Storage in Multiplayer Battles.,sc/buildings.sc,elixir_storage_level6,250,60,9,,Elixir Storage,,14,0,10,,,Destruction Challenges
DestroyElixirStoragesRush,DestroyBuilding,Accumulative,Rush,Elixir Storage Raid,Destroy 12x Elixir Storage in Multiplayer Battles.,sc/buildings.sc,elixir_storage_level6,350,60,12,,Elixir Storage,,9,0,10,,,Destruction Challenges
DestroyGoldMinesSmall,DestroyBuilding,Accumulative,Small,Gold Mine Mayhem,Destroy 4x Gold Mine in Multiplayer Battles.,sc/buildings.sc,goldmine_lvl6,50,180,4,,Gold Mine,,5,0,10,,1,Destruction Challenges
DestroyGoldMines,DestroyBuilding,Accumulative,Regular,Gold Mine Mayhem,Destroy 8x Gold Mine in Multiplayer Battles.,sc/buildings.sc,goldmine_lvl6,100,480,8,,Gold Mine,,27,0,10,,1,Destruction Challenges
DestroyGoldMinesIntense,DestroyBuilding,Accumulative,Intense,Gold Mine Mayhem,Destroy 12x Gold Mine in Multiplayer Battles.,sc/buildings.sc,goldmine_lvl6,250,60,12,,Gold Mine,,14,0,10,,,Destruction Challenges
DestroyGoldMinesRush,DestroyBuilding,Accumulative,Rush,Gold Mine Mayhem,Destroy 16x Gold Mine in Multiplayer Battles.,sc/buildings.sc,goldmine_lvl6,350,60,16,,Gold Mine,,9,0,10,,,Destruction Challenges
DestroyGoldStoragesSmall,DestroyBuilding,Accumulative,Small,Gold Storage Raid,Destroy 3x Gold Storage in Multiplayer Battles.,sc/buildings.sc,gold_storage_lvl6,50,180,3,,Gold Storage,,5,0,10,,,Destruction Challenges
DestroyGoldStorages,DestroyBuilding,Accumulative,Regular,Gold Storage Raid,Destroy 6x Gold Storage in Multiplayer Battles.,sc/buildings.sc,gold_storage_lvl6,100,480,6,,Gold Storage,,27,0,10,,,Destruction Challenges
DestroyGoldStoragesIntense,DestroyBuilding,Accumulative,Intense,Gold Storage Raid,Destroy 9x Gold Storage in Multiplayer Battles.,sc/buildings.sc,gold_storage_lvl6,250,60,9,,Gold Storage,,14,0,10,,,Destruction Challenges
DestroyGoldStoragesRush,DestroyBuilding,Accumulative,Rush,Gold Storage Raid,Destroy 12x Gold Storage in Multiplayer Battles.,sc/buildings.sc,gold_storage_lvl6,350,60,12,,Gold Storage,,9,0,10,,,Destruction Challenges
DestroyLaboratoriesSmall,DestroyBuilding,Accumulative,Small,Laboratory Strike,Destroy 1x Laboratory in Multiplayer Battles.,sc/buildings.sc,laboratory_lvl6,50,180,1,,Laboratory,,2,0,10,,1,Destruction Challenges
DestroyLaboratories,DestroyBuilding,Accumulative,Regular,Laboratory Strike,Destroy 2x Laboratory in Multiplayer Battles.,sc/buildings.sc,laboratory_lvl6,75,480,2,,Laboratory,,11,0,10,,1,Destruction Challenges
DestroyLaboratoriesIntense,DestroyBuilding,Accumulative,Intense,Laboratory Strike,Destroy 3x Laboratory in Multiplayer Battles.,sc/buildings.sc,laboratory_lvl6,175,60,3,,Laboratory,,5,0,10,,,Destruction Challenges
DestroyLaboratoriesRush,DestroyBuilding,Accumulative,Rush,Laboratory Strike,Destroy 4x Laboratory in Multiplayer Battles.,sc/buildings.sc,laboratory_lvl6,250,60,4,,Laboratory,,9,0,10,,,Destruction Challenges
DestroyMortarsSmall,DestroyBuilding,Accumulative,Small,Mortar Mauling,Destroy 2x Mortar in Multiplayer Battles.,sc/buildings.sc,mortar_lvl4,50,180,2,,Mortar,,5,0,10,,1,Destruction Challenges
DestroyMortars,DestroyBuilding,Accumulative,Regular,Mortar Mauling,Destroy 4x Mortar in Multiplayer Battles.,sc/buildings.sc,mortar_lvl4,100,480,4,,Mortar,,27,0,10,,1,Destruction Challenges
DestroyMortarsIntense,DestroyBuilding,Accumulative,Intense,Mortar Mauling,Destroy 6x Mortar in Multiplayer Battles.,sc/buildings.sc,mortar_lvl4,250,60,6,,Mortar,,14,0,10,,,Destruction Challenges
DestroyMortarsRush,DestroyBuilding,Accumulative,Rush,Mortar Mauling,Destroy 8x Mortar in Multiplayer Battles.,sc/buildings.sc,mortar_lvl4,350,60,8,,Mortar,,9,0,10,,,Destruction Challenges
DestroySpellFactoriesSmall,DestroyBuilding,Accumulative,Small,Spell Factory Sabotage,Destroy 1x Spell Factory in Multiplayer Battles.,sc/buildings.sc,spell_factory_lvl3,50,180,1,,Spell Forge,,2,0,10,,1,Destruction Challenges
DestroySpellFactories,DestroyBuilding,Accumulative,Regular,Spell Factory Sabotage,Destroy 2x Spell Factory in Multiplayer Battles.,sc/buildings.sc,spell_factory_lvl3,75,480,2,,Spell Forge,,11,0,10,,1,Destruction Challenges
DestroySpellFactoriesIntense,DestroyBuilding,Accumulative,Intense,Spell Factory Sabotage,Destroy 3x Spell Factory in Multiplayer Battles.,sc/buildings.sc,spell_factory_lvl3,175,60,3,,Spell Forge,,5,0,10,,,Destruction Challenges
DestroySpellFactoriesRush,DestroyBuilding,Accumulative,Rush,Spell Factory Sabotage,Destroy 4x Spell Factory in Multiplayer Battles.,sc/buildings.sc,spell_factory_lvl3,250,60,4,,Spell Forge,,9,0,10,,,Destruction Challenges
DestroyHomeWallsEpic,DestroyHomeWalls,Accumulative,Epic,Wall Whacker,Destroy 125x Wall segments in Multiplayer Battles.,sc/ui.sc,Home_Destroy_Walls_Icon,500,1440,125,,,,90,0,10,,,Destruction Challenges
DestroyHomeWallsRegular,DestroyHomeWalls,Accumulative,Regular,Wall Whacker,Destroy 25x Wall segments in Multiplayer Battles.,sc/ui.sc,Home_Destroy_Walls_Icon,100,480,25,,,,72,0,10,,,Destruction Challenges
DestroyHomeWallsIntense,DestroyHomeWalls,Accumulative,Intense,Wall Whacker,Destroy 75x Wall segments in Multiplayer Battles.,sc/ui.sc,Home_Destroy_Walls_Icon,250,60,75,,,,90,0,10,,,Destruction Challenges
DestroyWizardTowersSmall,DestroyBuilding,Accumulative,Small,Wizard Tower Warfare,Destroy 3x Wizard Tower in Multiplayer Battles.,sc/buildings.sc,wizard_tower_lvl4,50,180,3,,Wizard Tower,,5,0,10,,1,Destruction Challenges
DestroyWizardTowers,DestroyBuilding,Accumulative,Regular,Wizard Tower Warfare,Destroy 6x Wizard Tower in Multiplayer Battles.,sc/buildings.sc,wizard_tower_lvl4,100,480,6,,Wizard Tower,,27,0,10,,1,Destruction Challenges
DestroyWizardTowersIntense,DestroyBuilding,Accumulative,Intense,Wizard Tower Warfare,Destroy 9x Wizard Tower in Multiplayer Battles.,sc/buildings.sc,wizard_tower_lvl4,250,60,9,,Wizard Tower,,14,0,10,,,Destruction Challenges
DestroyWizardTowersRush,DestroyBuilding,Accumulative,Rush,Wizard Tower Warfare,Destroy 12x Wizard Tower in Multiplayer Battles.,sc/buildings.sc,wizard_tower_lvl4,350,60,12,,Wizard Tower,,9,0,10,,,Destruction Challenges
UseBabyDragonsSmall,WinStarsUsingTroop,Accumulative,Small,Baby Dragon Storytime,Earn 1 Stars from Multiplayer Battles using 4 Baby Dragons.,sc/ui.sc,icon_unit_babydragon,50,180,1,4,BabyDragon,,6,0,10,,,Air Troops Challenges
UseBabyDragons,WinStarsUsingTroop,Accumulative,Regular,Baby Dragon Storytime,Earn 3 Stars from Multiplayer Battles using 4 Baby Dragons.,sc/ui.sc,icon_unit_babydragon,100,480,3,4,BabyDragon,,36,0,10,,,Air Troops Challenges
UseLoonsSmall,WinStarsUsingTroop,Accumulative,Small,Balloon Blitz,Earn 1 Stars from Multiplayer Battles using 12 Balloons.,sc/ui.sc,icon_unit_balloon,50,180,1,12,Balloon,,6,0,10,,,Air Troops Challenges
UseLoons,WinStarsUsingTroop,Accumulative,Regular,Balloon Blitz,Earn 3 Stars from Multiplayer Battles using 12 Balloons.,sc/ui.sc,icon_unit_balloon,100,480,3,12,Balloon,,36,0,10,,,Air Troops Challenges
UseSiegeZeppelins,WinStarsUsingTroop,Accumulative,Regular,Battle Blimp Boogie,Earn 3 Stars from Multiplayer Battles using 1 Battle Blimp,sc/ui.sc,icon_unit_siege_machine_flyer,200,480,3,1,Siege Machine Flyer,,36,0,10,,,Air Troops Challenges
UseDragonsSmall,WinStarsUsingTroop,Accumulative,Small,Dragon Mayhem,Earn 1 Stars from Multiplayer Battles using 6 Dragons.,sc/ui.sc,icon_unit_dragon,50,180,1,6,Dragon,,6,0,10,,,Air Troops Challenges
UseDragons,WinStarsUsingTroop,Accumulative,Regular,Dragon Mayhem,Earn 3 Stars from Multiplayer Battles using 6 Dragons.,sc/ui.sc,icon_unit_dragon,100,480,3,6,Dragon,,36,0,10,,,Air Troops Challenges
UseElectroDragon,WinStarsUsingTroop,Accumulative,Regular,Electro Dragon Mania,Earn 3 Stars from Multiplayer Battles using 2 Electro Dragons,sc/ui.sc,icon_unit_lightningDragon,100,480,3,2,Electro Dragon,,36,0,10,,,Air Troops Challenges
UseMinionsSmall,WinStarsUsingTroop,Accumulative,Small,Horde Havoc,Earn 1 Stars from Multiplayer Battles using 20 Minions.,sc/ui.sc,icon_unit_gargoyle,50,180,1,20,Gargoyle,,6,0,10,,,Air Troops Challenges
UseMinions,WinStarsUsingTroop,Accumulative,Regular,Horde Havoc,Earn 3 Stars from Multiplayer Battles using 20 Minions.,sc/ui.sc,icon_unit_gargoyle,100,480,3,20,Gargoyle,,36,0,10,,,Air Troops Challenges
UseLavaHoundsSmall,WinStarsUsingTroop,Accumulative,Small,Lava is Love,Earn 1 Stars from Multiplayer Battles using 3 Lava Hounds.,sc/ui.sc,icon_unit_tiny,50,180,1,3,AirDefenceSeeker,,6,0,10,,,Air Troops Challenges
UseLavaHounds,WinStarsUsingTroop,Accumulative,Regular,Lava is Love,Earn 3 Stars from Multiplayer Battles using 3 Lava Hounds.,sc/ui.sc,icon_unit_tiny,100,480,3,3,AirDefenceSeeker,,36,0,10,,,Air Troops Challenges
UseHealersSmall,WinStarsUsingTroop,Accumulative,Small,Power Healing,Earn 1 Stars from Multiplayer Battles using 3 Healers.,sc/ui.sc,icon_unit_healer,50,180,1,3,Healer,,6,0,10,,,Air Troops Challenges
UseHealers,WinStarsUsingTroop,Accumulative,Regular,Power Healing,Earn 3 Stars from Multiplayer Battles using 3 Healers.,sc/ui.sc,icon_unit_healer,100,480,3,3,Healer,,36,0,10,,,Air Troops Challenges
UseArchersSmall,WinStarsUsingTroop,Accumulative,Small,Archer Ambush,Earn 1 Stars from Multiplayer Battles using 30 Archers.,sc/ui.sc,icon_unit_archer,50,180,1,30,Archer,,6,0,10,,1,Ground Troops Challenges
UseArchers,WinStarsUsingTroop,Accumulative,Regular,Archer Ambush,Earn 3 Stars from Multiplayer Battles using 30 Archers.,sc/ui.sc,icon_unit_archer,100,480,3,30,Archer,,36,0,10,,1,Ground Troops Challenges
UseBarbariansSmall,WinStarsUsingTroop,Accumulative,Small,Barbarian Brawl,Earn 1 Stars from Multiplayer Battles using 30 Barbarians.,sc/ui.sc,icon_unit_barbarian,50,180,1,30,Barbarian,,6,0,10,,,Ground Troops Challenges
UseBarbarians,WinStarsUsingTroop,Accumulative,Regular,Barbarian Brawl,Earn 3 Stars from Multiplayer Battles using 30 Barbarians.,sc/ui.sc,icon_unit_barbarian,100,480,3,30,Barbarian,,36,0,10,,,Ground Troops Challenges
UseBowlersSmall,WinStarsUsingTroop,Accumulative,Small,Bowling Time,Earn 1 Stars from Multiplayer Battles using 8 Bowlers.,sc/ui.sc,icon_unit_troll,50,180,1,8,Bowler,,6,0,10,,,Ground Troops Challenges
UseBowlers,WinStarsUsingTroop,Accumulative,Regular,Bowling Time,Earn 3 Stars from Multiplayer Battles using 8 Bowlers.,sc/ui.sc,icon_unit_troll,100,480,3,8,Bowler,,36,0,10,,,Ground Troops Challenges
UseGiantsSmall,WinStarsUsingTroop,Accumulative,Small,Giant Opportunity,Earn 1 Stars from Multiplayer Battles using 10 Giants.,sc/ui.sc,icon_unit_giant,50,180,1,10,Giant,,6,0,10,,,Ground Troops Challenges
UseGiants,WinStarsUsingTroop,Accumulative,Regular,Giant Opportunity,Earn 3 Stars from Multiplayer Battles using 10 Giants.,sc/ui.sc,icon_unit_giant,100,480,3,10,Giant,,36,0,10,,,Ground Troops Challenges
UseGoblinsSmall,WinStarsUsingTroop,Accumulative,Small,Goblin Shenanigans,Earn 1 Stars from Multiplayer Battles using 20 Goblins.,sc/ui.sc,icon_unit_goblin,50,180,1,20,Goblin,,6,0,10,,,Ground Troops Challenges
UseGoblins,WinStarsUsingTroop,Accumulative,Regular,Goblin Shenanigans,Earn 3 Stars from Multiplayer Battles using 20 Goblins.,sc/ui.sc,icon_unit_goblin,100,480,3,20,Goblin,,36,0,10,,,Ground Troops Challenges
UseHogRidersSmall,WinStarsUsingTroop,Accumulative,Small,Hog Rider Raid,Earn 1 Stars from Multiplayer Battles using 10 Hog Riders.,sc/ui.sc,icon_unit_boarRider,50,180,1,10,Boar Rider,,6,0,10,,,Ground Troops Challenges
UseHogRiders,WinStarsUsingTroop,Accumulative,Regular,Hog Rider Raid,Earn 3 Stars from Multiplayer Battles using 10 Hog Riders.,sc/ui.sc,icon_unit_boarRider,100,480,3,10,Boar Rider,,36,0,10,,,Ground Troops Challenges
UseMinersSmall,WinStarsUsingTroop,Accumulative,Small,Mining Operations,Earn 1 Stars from Multiplayer Battles using 8 Miners.,sc/ui.sc,icon_unit_miner,50,180,1,8,Miner,,6,0,10,,,Ground Troops Challenges
UseMiners,WinStarsUsingTroop,Accumulative,Regular,Mining Operations,Earn 3 Stars from Multiplayer Battles using 8 Miners.,sc/ui.sc,icon_unit_miner,100,480,3,8,Miner,,36,0,10,,,Ground Troops Challenges
UseWallBreakersSmall,WinStarsUsingTroop,Accumulative,Small,Open Walls Day,Earn 1 Stars from Multiplayer Battles using 6 Wall Breakers.,sc/ui.sc,icon_unit_wallbreaker,50,180,1,6,Wall Breaker,,6,0,10,,,Ground Troops Challenges
UseWallBreakers,WinStarsUsingTroop,Accumulative,Regular,Open Walls Day,Earn 3 Stars from Multiplayer Battles using 6 Wall Breakers.,sc/ui.sc,icon_unit_wallbreaker,100,480,3,6,Wall Breaker,,36,0,10,,,Ground Troops Challenges
UsePEKKAsSmall,WinStarsUsingTroop,Accumulative,Small,PEKKA Punch-Up,Earn 1 Stars from Multiplayer Battles using 2 PEKKAs.,sc/ui.sc,icon_unit_pekka,50,180,1,2,PEKKA,,6,0,10,,,Ground Troops Challenges
UsePEKKAs,WinStarsUsingTroop,Accumulative,Regular,PEKKA Punch-Up,Earn 3 Stars from Multiplayer Battles using 2 PEKKAs.,sc/ui.sc,icon_unit_pekka,100,480,3,2,PEKKA,,36,0,10,,,Ground Troops Challenges
UseValkyriesSmall,WinStarsUsingTroop,Accumulative,Small,Ride of the Valkyries,Earn 1 Stars from Multiplayer Battles using 8 Valkyries.,sc/ui.sc,icon_unit_warriorGirl,50,180,1,8,Warrior Girl,,6,0,10,,,Ground Troops Challenges
UseValkyries,WinStarsUsingTroop,Accumulative,Regular,Ride of the Valkyries,Earn 3 Stars from Multiplayer Battles using 8 Valkyries.,sc/ui.sc,icon_unit_warriorGirl,100,480,3,8,Warrior Girl,,36,0,10,,,Ground Troops Challenges
UseGolemsSmall,WinStarsUsingTroop,Accumulative,Small,Rocking Along,Earn 1 Stars from Multiplayer Battles using 2 Golems.,sc/ui.sc,icon_unit_golem,50,180,1,2,Golem,,6,0,10,,,Ground Troops Challenges
UseGolems,WinStarsUsingTroop,Accumulative,Regular,Rocking Along,Earn 3 Stars from Multiplayer Battles using 2 Golems.,sc/ui.sc,icon_unit_golem,100,480,3,2,Golem,,36,0,10,,,Ground Troops Challenges
UseSiegeRams,WinStarsUsingTroop,Accumulative,Regular,Wall Wrecker Wallop,Earn 3 Stars from Multiplayer Battles using 1 Wall Wrecker,sc/ui.sc,icon_unit_siege_machine_ram,200,480,3,1,Siege Machine Ram,,36,0,10,,,Ground Troops Challenges
UseWitchesSmall,WinStarsUsingTroop,Accumulative,Small,Witching Hour,Earn 1 Stars from Multiplayer Battles using 4 Witches.,sc/ui.sc,icon_unit_witch,50,180,1,4,Warlock,,6,0,10,,,Ground Troops Challenges
UseWitches,WinStarsUsingTroop,Accumulative,Regular,Witching Hour,Earn 3 Stars from Multiplayer Battles using 4 Witches.,sc/ui.sc,icon_unit_witch,100,480,3,4,Warlock,,36,0,10,,,Ground Troops Challenges
UseWizardsSmall,WinStarsUsingTroop,Accumulative,Small,Wizard Wars,Earn 1 Stars from Multiplayer Battles using 12 Wizards,sc/ui.sc,icon_unit_wizard,50,180,1,12,Wizard,,6,0,10,,,Ground Troops Challenges
UseWizards,WinStarsUsingTroop,Accumulative,Regular,Wizard Wars,Earn 3 Stars from Multiplayer Battles using 12 Wizards,sc/ui.sc,icon_unit_wizard,100,480,3,12,Wizard,,36,0,10,,,Ground Troops Challenges
DonateSpells,DonateSpellCapacity,Accumulative,Regular,Donate Spells,Donate a total of 5 Housing Space worth of spells.,sc/ui.sc,Home_Donate_Spells,50,480,5,,,,180,0,10,,,Miscellaneous Challenges
ClearObstacles,ClearObstacles,Accumulative,Regular,Gardening Exercise,Clear 5 obstacles from your Home Village or Builder Base.,sc/ui.sc,Home_Clear_Obstacles,50,480,5,,,,180,0,10,,,Miscellaneous Challenges
DonateTroops,DonateTroopCapacity,Accumulative,Regular,Helping Hand,Donate a total of 100 Housing Space worth of troops.,sc/ui.sc,Home_Donate_Troops,50,480,100,,,,180,0,10,,,Miscellaneous Challenges
